S.no,name_of_the_oil,5.5,5.542187691,5.584374905,5.626562595,5.668749809,5.7109375,5.753125191,5.795312405,5.837500095,5.879687309,5.921875,5.964062691,6.006249905,6.048437595,6.090624809,6.1328125,6.175000191,6.217187405,6.259375095,6.301562309,6.34375,6.385937691,6.428124905,6.470312595,6.512499809,6.5546875,6.596875191,6.639062405,6.681250095,6.723437309,6.765625,6.807812691,6.849999905,6.892187595,6.934374809,6.9765625,7.018750191,7.060937405,7.103125095,7.145312309,7.1875,7.229687691,7.271874905,7.314062595,7.356249809,7.3984375,7.440625191,7.482812405,7.525000095,7.567187309,7.609375,7.651562691,7.693749905,7.735937595,7.778124809,7.8203125,7.862500191,7.904687405,7.946875095,7.989062309,8.03125,8.073437691,8.115625381,8.157812119,8.199999809,8.2421875,8.284375191,8.326562881,8.368749619,8.410937309,8.453125,8.495312691,8.537500381,8.579687119,8.621874809,8.6640625,8.706250191,8.748437881,8.790624619,8.832812309,8.875,8.917187691,8.959375381,9.001562119,9.043749809,9.0859375,9.128125191,9.170312881,9.212499619,9.254687309,9.296875,9.339062691,9.381250381,9.423437119,9.465624809,9.5078125,9.550000191,9.592187881,9.634374619,9.676562309,9.71875,9.760937691,9.803125381,9.845312119,9.887499809,9.9296875,9.971875191,10.01406288,10.05624962,10.09843731,10.140625,10.18281269,10.22500038,10.26718712,10.30937481,10.3515625,10.39375019,10.43593788,10.47812462,10.52031231,10.5625,10.60468769,10.64687538,10.68906212,10.73124981,10.7734375,10.81562519,10.85781288,category
1,COLD_PRESSED_PURE,1.993379898,1.915549906,1.830155841,1.774393587,1.738765038,1.737879548,1.773102073,1.861283519,1.994204551,2.216321948,2.398379021,2.630927985,2.846332207,3.092337116,3.162717446,3.266632352,3.175239539,3.068524398,2.874069006,2.751186323,2.549823604,2.356204321,2.241311002,2.133535169,2.06066575,1.934976872,1.838140871,1.76792165,1.595643977,1.523464156,1.399699082,1.336502087,1.259865412,1.198622216,1.209157536,1.203498145,1.219855306,1.2309106,1.23495428,1.193676395,1.1843948,1.168022723,1.151165249,1.138147407,1.141425372,1.121726849,1.112010827,1.131963144,1.114736941,1.107885491,1.085327422,1.04063154,1.02333137,0.992201582,0.949221838,0.901179737,0.867623085,0.816525499,0.80590096,0.760605664,0.751967041,0.720341179,0.713963184,0.680829277,0.661126521,0.647470666,0.595804722,0.562993671,0.511495649,0.484370588,0.440120548,0.410785291,0.400984649,0.39430984,0.389429655,0.418815799,0.426243371,0.458026674,0.492773426,0.514557469,0.538933789,0.554304597,0.585477133,0.615697422,0.613327932,0.707911771,0.75292272,0.778769366,0.851001003,0.900234166,0.925573792,0.968132968,1.00717746,1.051524683,1.078400173,1.121454154,1.098934972,1.148805737,1.155470206,1.210085247,1.226789002,1.2317773,1.248939306,1.305056837,1.34260518,1.3471875,1.365774625,1.401417697,1.442184294,1.478661003,1.443274827,1.472467729,1.497427883,1.534208715,1.609486904,1.643718133,1.633387235,1.675310963,1.701603121,1.844511497,1.823086153,1.880150026,1.945541951,1.99455169,1.935363412,2.018044844,2.133247799,2.113356982,1
2,COLD_PRESSED_PURE,2.027192141,1.917114444,1.828857295,1.784141196,1.747249748,1.739055188,1.785733468,1.851435316,2.017417646,2.231050065,2.423815248,2.597850663,2.853861083,3.093466917,3.192217633,3.259022265,3.194079967,3.075604861,2.867975645,2.771280141,2.546023827,2.364513696,2.247922296,2.138304324,2.060539367,1.948641345,1.853701889,1.766309382,1.6097181,1.512872736,1.379490957,1.337881925,1.262651146,1.208579268,1.221088036,1.225655605,1.22065945,1.224828083,1.225114492,1.210252599,1.205224941,1.169780055,1.162955773,1.133322488,1.147021432,1.13357534,1.132134379,1.140106774,1.113579955,1.114737504,1.093623466,1.050224459,1.031849671,0.980771614,0.947195438,0.90741917,0.869023199,0.819710705,0.805659655,0.772286691,0.745237133,0.723536848,0.705363177,0.678499717,0.655503642,0.647859548,0.601328785,0.566247977,0.520000698,0.475083247,0.454735245,0.410265137,0.406770525,0.377410866,0.40108977,0.406249105,0.453557265,0.464105214,0.49427628,0.503188442,0.532627844,0.573427815,0.571432665,0.632784735,0.665189739,0.696164018,0.744864686,0.795004557,0.828809434,0.883519642,0.936485911,0.970385507,1.002352984,1.039537796,1.073650011,1.080104669,1.121811288,1.149621468,1.176290437,1.189364276,1.213749972,1.235511461,1.250633051,1.315721534,1.343185692,1.340724375,1.381744413,1.399331003,1.450863898,1.462669128,1.452430879,1.528882038,1.532168077,1.541586096,1.584073994,1.645830528,1.644564989,1.693224637,1.718497876,1.806890139,1.854128698,1.940249951,1.948617276,2.049112572,2.013636396,2.069503686,2.174369076,2.120165141,1
3,COLD_PRESSED_PURE,2.004582397,1.91258285,1.828215573,1.799226853,1.75429587,1.745579914,1.796561286,1.854540333,2.007813534,2.221833481,2.3989904,2.613399831,2.860357508,3.100385044,3.162503565,3.254969525,3.185925002,3.073902027,2.893997124,2.757169933,2.560070122,2.383834244,2.252240697,2.135794427,2.055907629,1.952121293,1.869107265,1.776095172,1.629143144,1.521658547,1.407730395,1.322843462,1.252627918,1.210683816,1.225813501,1.227942939,1.227282275,1.223356179,1.232050256,1.217417611,1.184451331,1.176938468,1.162721208,1.128395425,1.139346957,1.142455131,1.142028138,1.141595116,1.130019082,1.116273231,1.077855322,1.060885122,1.017492036,0.983864545,0.945244315,0.908992859,0.87706954,0.831992833,0.804841656,0.75813653,0.753086219,0.721122786,0.716114242,0.687407725,0.677893573,0.645502226,0.606096913,0.558348091,0.520652371,0.479084921,0.436367479,0.414057764,0.408835472,0.385590922,0.392489123,0.420583819,0.419476356,0.450110539,0.48756384,0.524609458,0.535513209,0.556965757,0.596706427,0.615426248,0.647732938,0.700495668,0.73970509,0.784240726,0.844953231,0.88344525,0.930542447,0.979587546,1.009018204,1.051667503,1.078840034,1.134586637,1.103895783,1.136624161,1.184071077,1.167983337,1.223089382,1.243985134,1.291483115,1.297744412,1.341248794,1.34724,1.390671975,1.377108306,1.425073013,1.4831216,1.462418498,1.507317948,1.518239729,1.561823246,1.570984829,1.618345625,1.640098187,1.694136394,1.765337619,1.796273867,1.863393836,1.890458961,1.953169964,1.994937067,1.993329675,2.079065231,2.119942459,2.081968147,1
4,COLD_PRESSED_PURE,2.012592818,1.906385254,1.835562922,1.778971161,1.751418691,1.730005352,1.788345874,1.859107324,2.032342929,2.231520299,2.419339381,2.651859557,2.848965192,3.108318979,3.176941855,3.23931193,3.205433911,3.052641065,2.884200856,2.786245781,2.558702694,2.378823217,2.26451646,2.138681159,2.053470502,1.96716017,1.856591005,1.737883154,1.599315011,1.518119043,1.406524832,1.33273203,1.249313388,1.205106844,1.221815031,1.209052193,1.213975492,1.229865923,1.222929926,1.214474811,1.197410291,1.185433216,1.149565282,1.150543802,1.139242542,1.147122803,1.12198584,1.117720311,1.120295302,1.094062612,1.077265662,1.065751301,1.037110562,0.983611758,0.948310018,0.8948226,0.866531295,0.829696003,0.821565814,0.777380149,0.752275451,0.732260417,0.702222654,0.682056804,0.66127998,0.628047333,0.599303595,0.569107059,0.536731336,0.468963897,0.439075023,0.422357105,0.401979578,0.390327175,0.393322888,0.413547559,0.448282717,0.461949661,0.483796623,0.507664498,0.53718915,0.572295926,0.578891309,0.632501771,0.647074951,0.696690422,0.735411106,0.765205725,0.851277676,0.887570623,0.936757912,0.984151024,1.009322225,1.035000781,1.08706243,1.105987643,1.110856711,1.140523188,1.164273559,1.187238273,1.229987384,1.247158487,1.26527968,1.29221629,1.356918875,1.343338125,1.386577658,1.39239805,1.439992856,1.440632962,1.473167099,1.50410334,1.548039749,1.569956648,1.629647197,1.647409543,1.656124382,1.70665435,1.754520977,1.839943081,1.857549006,1.887675032,1.965900069,2.046018951,1.989606123,2.034492242,2.156065594,2.117869707,1
5,COLD_PRESSED_PURE,2.027644531,1.913973913,1.816312746,1.798762611,1.753238433,1.745758318,1.795978103,1.867605884,2.034457314,2.233593246,2.455179365,2.632487251,2.880136717,3.125126659,3.215919828,3.258131611,3.215248555,3.093183688,2.899159587,2.780590674,2.563782007,2.406149092,2.282306517,2.147651587,2.06032076,1.977636487,1.859050483,1.777531148,1.630311556,1.537735323,1.415725509,1.355938683,1.257097198,1.227707162,1.242005358,1.227039751,1.244951501,1.23095114,1.241222966,1.205863441,1.188476924,1.191152612,1.176408526,1.142614819,1.165171233,1.134871377,1.143756516,1.120691543,1.11743166,1.100420522,1.084910184,1.05446316,1.030432295,0.984788955,0.959203281,0.899864995,0.882828759,0.837424648,0.804736501,0.767562478,0.748916856,0.725987631,0.709256623,0.687099788,0.678614399,0.632186302,0.591070292,0.562069581,0.501334067,0.501389876,0.440216167,0.395852384,0.393707721,0.398166679,0.396511059,0.415838534,0.438811515,0.454323123,0.499366444,0.506130297,0.545143874,0.56642802,0.59901411,0.592170996,0.671531258,0.710684853,0.738571955,0.805071388,0.838389456,0.902479451,0.943064607,0.992795768,1.032047434,1.069911884,1.104810143,1.115029267,1.123864038,1.189015487,1.162017574,1.232320954,1.236104544,1.25890639,1.265728792,1.30958017,1.372633611,1.366970625,1.393849945,1.418049174,1.439490696,1.460345228,1.478564559,1.518971479,1.553634816,1.558099966,1.623192513,1.618945017,1.668643252,1.712216346,1.755652055,1.784501876,1.878791409,1.908619092,1.991105677,2.08742045,1.986360041,2.002738663,2.219870748,2.166195913,1
6,COLD_PRESSED_PURE,2.021960408,1.933005297,1.841350507,1.787502898,1.774347135,1.7541906,1.800767513,1.878652838,2.045034656,2.243532815,2.43757539,2.636177732,2.897933527,3.12926335,3.193717381,3.260966948,3.203879243,3.084476236,2.921358636,2.805634088,2.578813505,2.408215851,2.280361588,2.142141031,2.062597348,1.968624103,1.874859557,1.764197088,1.607306198,1.527751084,1.421561314,1.32377192,1.266916553,1.205963365,1.238764715,1.222980963,1.234215471,1.235295127,1.24368792,1.202923677,1.197376075,1.174177785,1.172658377,1.144727229,1.14616495,1.139285657,1.139944444,1.135002524,1.125346895,1.118821203,1.094709336,1.046080008,1.034458409,0.982342863,0.94947195,0.910404117,0.86289238,0.829202709,0.821044464,0.764303478,0.744546125,0.721034658,0.714995945,0.681975601,0.662944258,0.633655532,0.594426514,0.570948386,0.518139624,0.492625868,0.438734064,0.418216425,0.390572755,0.382115663,0.403024495,0.41546172,0.439359917,0.471470518,0.500433486,0.527688798,0.543308168,0.579227319,0.600115054,0.637770289,0.65647141,0.71399466,0.749538652,0.791688325,0.829617388,0.911670241,0.956375737,0.992854167,1.032177017,1.064315346,1.098843699,1.127311941,1.129867673,1.156649935,1.188115139,1.20380128,1.240300289,1.253397477,1.298870837,1.308273231,1.376535316,1.346023125,1.412334814,1.406213891,1.454521897,1.456061076,1.485199444,1.514604854,1.524624939,1.575061025,1.577801675,1.669882788,1.629382702,1.719859588,1.751870372,1.816677441,1.866127609,1.913754181,1.943414683,2.071103804,2.012745594,2.018854491,2.108844595,2.156643001,1
7,COLD_PRESSED_PURE,2.021196025,1.926056526,1.857227485,1.794806974,1.753675942,1.755654432,1.797179428,1.862758905,2.016534696,2.251434703,2.44494291,2.641729763,2.86760352,3.116470767,3.174498968,3.24519341,3.220929369,3.099305084,2.925107513,2.796116312,2.577476736,2.397835868,2.280302984,2.155410885,2.065418746,1.948263342,1.85846358,1.763160172,1.615719702,1.532498578,1.413550461,1.357967478,1.26111732,1.213034453,1.237339935,1.230660438,1.238104519,1.238633416,1.242235138,1.204397353,1.195684611,1.185290928,1.151719807,1.142685753,1.161031334,1.143411928,1.140707409,1.142044889,1.124411117,1.10252113,1.079987575,1.056053803,1.031917348,0.988723273,0.947240361,0.902253188,0.86723653,0.823430499,0.806241885,0.770877133,0.739569173,0.725928879,0.711156355,0.684964271,0.663378699,0.628968196,0.608889272,0.569297817,0.517719842,0.475200084,0.430738506,0.403133252,0.39669519,0.392017619,0.398643034,0.413150686,0.434264291,0.462469143,0.505235176,0.499757579,0.545730214,0.579456954,0.612413882,0.634497677,0.661500311,0.714928769,0.76058714,0.7991528,0.833472141,0.896837496,0.957629304,1.002905497,1.019406443,1.067334487,1.111076492,1.133171412,1.126943163,1.153744615,1.189156234,1.203858376,1.239925212,1.246606228,1.265737496,1.300560321,1.35404981,1.368759375,1.379157194,1.423734516,1.457868934,1.444957998,1.488653642,1.532956635,1.538679045,1.610243179,1.583814574,1.649569467,1.639772987,1.705077481,1.723796231,1.83249142,1.887768945,1.926582216,1.982569806,2.062685617,1.997238514,2.079840178,2.119182154,2.091931306,1
8,COLD_PRESSED_PURE,2.028013073,1.925243163,1.83134265,1.789996542,1.758132602,1.737391604,1.777262218,1.880569164,2.034350782,2.234398522,2.43432641,2.650213303,2.912993636,3.101547776,3.20032967,3.287581171,3.171372078,3.077395773,2.930741171,2.787288613,2.601471127,2.372457443,2.265498081,2.165923708,2.094715515,1.977212063,1.86627003,1.784029899,1.619692615,1.525747862,1.411827104,1.350530169,1.276575039,1.206075224,1.230136522,1.214658622,1.22126295,1.258627294,1.223396727,1.201263325,1.208637621,1.187897588,1.163197578,1.143887372,1.156846283,1.127149157,1.130319238,1.140615154,1.120259104,1.119797391,1.082729231,1.049888771,1.037304653,0.97699219,0.963528048,0.903989306,0.876219347,0.833368923,0.806477655,0.769451521,0.741924111,0.71957426,0.712019101,0.675920223,0.668988609,0.626645829,0.602604779,0.565503222,0.51814557,0.487494767,0.438381781,0.412156955,0.384261256,0.384860584,0.400204244,0.412359805,0.438372212,0.466438406,0.493086714,0.498173384,0.546056135,0.559309336,0.583607513,0.637419953,0.643524842,0.70151063,0.74716333,0.784210349,0.84066904,0.913053255,0.941767114,0.995600596,0.99848709,1.071180654,1.092007531,1.167358947,1.145954126,1.163225217,1.203527692,1.21999148,1.255692073,1.263355239,1.283172798,1.323253868,1.367003396,1.375025625,1.406721699,1.392221822,1.463483048,1.457655529,1.493089397,1.535893012,1.544971716,1.538030821,1.575525968,1.634019598,1.657484311,1.701710353,1.726383999,1.814468869,1.85419364,1.950807565,1.939233849,2.013488191,2.028174284,2.0634776,2.131485273,2.169751393,1
9,COLD_PRESSED_PURE,2.033605547,1.925238254,1.849662705,1.803147119,1.767250589,1.748711904,1.7827381,1.85827742,2.041876621,2.240429271,2.435086502,2.650224176,2.896401351,3.119021684,3.213587746,3.279770819,3.247709618,3.10639044,2.935388767,2.784828146,2.59546793,2.398757635,2.267204931,2.149393792,2.067679964,1.963448116,1.875172463,1.760829917,1.628991422,1.535623732,1.416672962,1.347765675,1.264876229,1.209050674,1.226800137,1.231611245,1.227233681,1.247711195,1.229066121,1.212031331,1.198955964,1.178908498,1.173382344,1.132150662,1.144687624,1.124616624,1.151227791,1.129478485,1.105434127,1.106757065,1.079633516,1.054348252,1.014473409,0.985082635,0.959525028,0.912886473,0.868860984,0.82657776,0.810501238,0.776106517,0.751390494,0.72567289,0.711152131,0.675062853,0.679578383,0.641463754,0.611058236,0.548176245,0.527936127,0.466410517,0.440013605,0.407926372,0.392451321,0.379716764,0.388657443,0.418003427,0.432835828,0.453078157,0.505066124,0.521247338,0.52837968,0.572227524,0.577034913,0.651962276,0.652374097,0.70163621,0.751678828,0.792299254,0.868366915,0.900246001,0.965588276,0.974238183,1.048293491,1.065932861,1.069211416,1.137632485,1.136654248,1.150364689,1.196647774,1.206884488,1.232241254,1.257692446,1.270425322,1.33609799,1.3656191,1.369108125,1.441067174,1.406111759,1.462226596,1.458589393,1.480095347,1.496643976,1.537974323,1.553613253,1.597414873,1.628730688,1.685102151,1.687859403,1.772678197,1.847939322,1.837794097,1.932647435,1.920922598,2.040651959,2.000359884,2.045114038,2.120421969,2.155622266,1
